chr	start	end	ID	ADJ.P-value	PER	AMP	ZT1	ZT4	ZT7	ZT10	ZT13	ZT16	ZT19	ZT22	max	min	fold change	ADJ.phase
chr8	107508729	107509229	intergenic_si_20748	0.011607466	24	1.470782105	10.51	8.61	5.59	7.27	2.15	7.62	6.27	8.36	10.51	2.15	4.888372093	1
chr8	107566887	107567387	intergenic_si_20753	0.011607466	24	0.926309883	30.03	17.22	17.57	17.29	8.8	16.56	20.58	17.87	30.03	8.8	3.4125	1
chr8	107610132	107610632	intragenic_si_9354	0.024890262	21	4.461843789	7.51	3.91	0.2	2.62	0.72	5.78	7.03	3.93	7.51	0.2	37.55	1
chr8	108251223	108251723	intragenic_bi_11274	0.011607466	24	2.107178208	7.01	6.26	3.39	4.65	3.77	2.63	2.76	5.74	7.01	2.63	2.66539924	1
chr8	111231016	111231516	intergenic_si_20820	0.002024057	24	4.900249994	35.04	29.74	27.95	22.81	19.93	18.13	28.11	24.59	35.04	18.13	1.932708218	1
chr8	113838537	113839037	intragenic_si_9400	0.002024057	24	1.689985207	5.01	2.74	4.99	2.91	1.97	0.53	1	2.62	5.01	0.53	9.452830189	1
chr8	116618436	116618936	intergenic_bi_10525	0.011607466	24	22.57791952	102.62	84.53	49.51	52.6	24.6	83.31	57.47	81.81	102.62	24.6	4.171544715	1
chr8	116629635	116630135	intergenic_bi_10527	0.002024057	24	13.76736903	70.58	60.26	15.17	43.89	8.26	58.87	22.58	61.97	70.58	8.26	8.544794189	1
chr8	116640750	116641250	intergenic_si_20896	0.011607466	24	34.25932355	155.18	129.14	21.36	35.6	6.46	128.51	36.39	69.02	155.18	6.46	24.02167183	1
chr8	117092409	117092909	intragenic_si_9419	0.002024057	24	5.699280656	17.52	16.04	17.37	9.74	6.46	6.04	13.05	12.3	17.52	6.04	2.900662252	1
chr8	120170369	120170869	intergenic_bi_10547	0.002024057	24	14.88459774	50.06	37.96	17.77	15.98	20.65	41	36.14	45.09	50.06	15.98	3.132665832	1
chr8	120170720	120171220	intergenic_si_20927	0.011607466	24	15.8391919	51.06	42.26	17.97	15.84	15.08	42.31	29.61	41.31	51.06	15.08	3.385941645	1
chr8	120200913	120201413	intergenic_bi_10550	0.002024057	24	23.74464571	126.14	108	37.13	77.74	59.96	99.34	94.86	111.32	126.14	37.13	3.397252895	1
chr8	120207917	120208417	intergenic_si_20932	0.002024057	24	1.477853173	15.02	6.65	5.79	6.25	3.41	3.15	6.02	7.71	15.02	3.15	4.768253968	1
chr8	120242304	120242804	intragenic_bi_11354	0.002024057	24	6.597306268	35.54	21.91	5.99	12.64	10.05	21.81	15.56	21.97	35.54	5.99	5.933222037	1
chr8	122425145	122425645	intergenic_bi_10577	0.000244031	24	2.368807717	12.01	10.17	8.98	7.7	6.82	4.73	7.03	10.33	12.01	4.73	2.539112051	1
chr8	124109225	124109725	intergenic_bi_10597	0.002024057	24	19.45957862	112.13	90	69.47	40.69	43.45	57.03	69.51	58.53	112.13	40.69	2.755713935	1
chr8	125080461	125080961	intergenic_bi_10613	0.002024057	24	6.095260454	38.04	25.04	16.17	21.94	14.72	17.61	21.08	26.23	38.04	14.72	2.58423913	1
chr8	126206218	126206718	intergenic_bi_10622	0.002024057	24	31.282404	81.59	51.26	32.74	30.52	18.85	56.24	81.56	74.1	81.59	18.85	4.328381963	1
chr8	126207184	126207684	intergenic_bi_10623	0.002024057	24	17.62110099	88.1	58.7	49.11	31.39	23.34	62.28	74.03	67.71	88.1	23.34	3.774635818	1
chr8	126226086	126226586	intergenic_bi_10624	0.000244031	24	7.792316729	24.53	19.57	16.17	6.25	3.95	11.56	22.58	18.36	24.53	3.95	6.210126582	1
chr8	126229254	126229754	intergenic_bi_10625	0.000244031	24	8.56306312	28.03	12.52	8.18	2.47	1.44	4.2	16.31	12.13	28.03	1.44	19.46527778	1
chr8	126234195	126234695	intergenic_bi_10626	0.011607466	24	9.128748545	24.53	17.22	11.98	3.2	4.13	6.83	18.82	11.15	24.53	3.2	7.665625	1
chr8	126239745	126240245	intergenic_bi_10627	0.000244031	24	3.273904397	14.52	5.48	4.39	3.2	2.15	7.36	7.78	9.02	14.52	2.15	6.753488372	1
chr8	129074697	129075197	intergenic_si_21125	0.011607466	24	0.664680374	5.01	2.74	2.6	1.45	1.8	3.15	2.51	4.59	5.01	1.45	3.455172414	1
chr8	129076623	129077123	intergenic_si_21126	0.002024057	24	1.018233765	9.51	7.83	6.39	3.78	6.64	6.57	7.28	8.69	9.51	3.78	2.515873016	1
chr8	129118906	129119406	intergenic_si_21131	5.97E-07	24	79.68386317	312.36	192.14	172.07	88.06	100.18	131.92	179.68	244.61	312.36	88.06	3.547126959	1
chr8	129119030	129119530	intergenic_bi_10660	1.77E-05	24	98.20298977	306.35	199.18	182.25	91.55	95.87	126.67	179.17	268.87	306.35	91.55	3.346258875	1
chr8	129119234	129119734	intergenic_si_21132	5.97E-07	24	51.80971386	137.66	82.96	81.44	25.72	21.54	41	69.76	114.27	137.66	21.54	6.39090065	1
chr8	129138015	129138515	intergenic_bi_10662	5.97E-07	24	7.198347032	25.53	16.04	15.57	4.21	2.87	8.67	9.79	18.85	25.53	2.87	8.895470383	1
chr8	129138163	129138663	intergenic_bi_10663	5.97E-07	24	8.315575747	23.03	17.22	15.17	3.63	2.69	8.93	10.29	20	23.03	2.69	8.56133829	1
chr8	129139691	129140191	intergenic_bi_10664	5.97E-07	24	2.658721497	14.02	7.83	4.39	4.07	3.41	4.47	7.53	10	14.02	3.41	4.11143695	1
chr8	129184272	129184772	intergenic_bi_10668	0.000244031	24	77.86659874	291.83	196.83	178.06	63.36	86.71	159.25	153.83	252.64	291.83	63.36	4.605902778	1
chr8	129184636	129185136	intergenic_bi_10669	1.77E-05	24	75.1513087	266.31	180.79	155.5	48.39	74.51	137.44	141.78	233.3	266.31	48.39	5.503409795	1
chr8	129184992	129185492	intergenic_bi_10670	0.000244031	24	75.57557277	223.26	155.35	114.58	35.6	48.47	95.39	90.34	200.51	223.26	35.6	6.271348315	1
chr8	129185219	129185719	intergenic_bi_10671	1.77E-05	24	76.5796644	198.23	148.7	103.6	31.97	40.4	74.9	80.05	182.64	198.23	31.97	6.200500469	1
chr8	129190173	129190673	intergenic_bi_10673	5.97E-07	24	25.18714355	60.07	55.96	31.14	17.73	14.18	26.02	36.39	55.41	60.07	14.18	4.236248237	1
chr8	129191536	129192036	intergenic_bi_10674	1.77E-05	24	13.53402379	41.55	35.61	17.37	10.61	10.05	20.23	29.36	33.12	41.55	10.05	4.134328358	1
chr8	129298676	129299176	intergenic_bi_10682	1.77E-05	24	8.867119036	31.54	10.17	4.99	4.65	7.36	14.72	15.31	29.18	31.54	4.65	6.782795699	1
chr8	129331228	129331728	intergenic_bi_10688	0.002024057	24	11.43391665	34.54	19.96	20.76	9.59	17.59	14.45	30.62	31.48	34.54	9.59	3.601668405	1
chr8	129348541	129349041	intragenic_bi_11434	0.000244031	24	10.35911434	77.59	23.87	12.58	12.93	7.72	16.29	25.35	44.59	77.59	7.72	10.05051813	1
chr8	129349237	129349737	intragenic_si_9502	1.77E-05	24	11.20057141	90.6	26.22	10.38	14.1	6.46	16.82	22.33	50.66	90.6	6.46	14.0247678	1
chr8	129349995	129350495	intragenic_bi_11435	1.77E-05	24	10.5217489	35.54	21.91	20.76	8.28	10.59	12.35	17.06	28.69	35.54	8.28	4.292270531	1
chr8	129362023	129362523	intragenic_bi_11437	1.77E-05	24	7.990306627	18.02	12.91	9.98	3.34	5.75	4.47	11.54	17.71	18.02	3.34	5.395209581	1
chr8	129362760	129363260	intragenic_si_9505	5.97E-07	24	9.07925107	21.02	16.04	8.78	2.47	3.23	5.26	12.55	18.85	21.02	2.47	8.510121457	1
chr8	131178385	131178885	intergenic_bi_10700	0.000244031	24	2.877924599	21.52	17.61	14.37	14.39	11.67	11.56	13.05	15.74	21.52	11.56	1.861591696	1
chr8	131178578	131179078	intergenic_bi_10701	0.00074116	24	2.955706345	19.02	14.48	13.37	13.37	10.77	9.99	11.79	14.76	19.02	9.99	1.903903904	1
chr9	20348805	20349305	intergenic_bi_10724	0.002024057	24	19.65756852	117.13	81	68.47	77.89	68.04	83.31	101.13	105.09	117.13	68.04	1.72148736	1
chr9	20682467	20682967	intragenic_bi_11482	0.000244031	24	10.4793225	60.57	47.35	37.33	36.77	34.65	35.21	52.45	50.5	60.57	34.65	1.748051948	1
chr9	21953774	21954274	intergenic_bi_10752	0.011607466	24	34.69772975	201.23	133.44	94.22	85.74	74.33	120.62	143.29	118.21	201.23	74.33	2.707251446	1
chr9	21954184	21954684	intergenic_bi_10753	0.000244031	24	31.91172903	218.75	156.92	111.79	101.87	80.79	126.93	155.08	144.77	218.75	80.79	2.707637084	1
chr9	22033483	22033983	intragenic_bi_11536	0.011607466	24	35.19977557	244.28	114.66	63.08	101.87	49.55	201.56	102.64	151.65	244.28	49.55	4.929969728	1
chr9	22131618	22132118	intergenic_bi_10758	0.011607466	24	27.06097652	118.64	97.05	49.31	60.16	43.45	69.9	87.58	68.69	118.64	43.45	2.730494822	1
chr9	22132218	22132718	intergenic_bi_10759	0.002024057	24	33.82091734	138.66	123.27	54.3	64.96	47.94	78.05	102.13	79.51	138.66	47.94	2.892365457	1
chr9	31813780	31814280	intergenic_bi_10797	0.011607466	24	3.146625176	31.04	27.39	14.37	24.41	18.67	27.07	28.86	27.87	31.04	14.37	2.160055672	1
chr9	34970452	34970952	intragenic_bi_11559	0.002024057	24	2.496086938	17.52	15.26	8.98	10.9	10.41	11.3	12.05	13.94	17.52	8.98	1.951002227	1
chr9	40446153	40446653	intergenic_si_21411	0.011607466	24	1.081873375	8.51	1.96	2.99	2.03	1.8	2.37	4.52	4.43	8.51	1.8	4.727777778	1
chr9	42083810	42084310	intergenic_si_21439	1.77E-05	24	3.556747109	19.52	11.74	9.58	7.27	5.75	9.99	12.3	15.25	19.52	5.75	3.394782609	1
chr9	43937629	43938129	intergenic_si_21462	0.000244031	24	5.960910165	48.56	31.7	21.16	18.16	19.93	18.66	24.09	29.67	48.56	18.16	2.674008811	1
chr9	43938071	43938571	intergenic_bi_10841	0.002024057	24	5.04167135	62.57	43.83	30.34	23.25	28.01	27.33	34.38	32.13	62.57	23.25	2.691182796	1
chr9	44155123	44155623	intragenic_si_9625	0.011607466	24	5.388153673	33.54	24.26	24.75	20.49	14.18	15.5	28.11	24.59	33.54	14.18	2.365303244	1
chr9	44323262	44323762	intragenic_bi_11615	0.000244031	24	0.933380951	16.02	10.57	6.19	5.96	5.92	6.31	8.28	6.89	16.02	5.92	2.706081081	1
chr9	54689988	54690488	intergenic_bi_10917	0.002024057	24	16.01596859	55.06	49.31	40.52	21.65	26.03	27.59	48.68	32.79	55.06	21.65	2.543187067	1
chr9	55043676	55044176	intragenic_si_9719	0.002024057	24	2.227386361	6.51	5.48	4.59	2.33	1.8	1.05	4.77	3.93	6.51	1.05	6.2	1
chr9	57134963	57135463	intergenic_bi_10938	1.77E-05	24	3.740594872	13.52	6.26	2.6	0.87	0.54	3.94	2.76	11.8	13.52	0.54	25.03703704	1
chr9	58122946	58123446	intergenic_si_21628	0.011607466	24	0.806101731	5.01	4.3	4.79	4.36	3.05	0.79	2.51	4.59	5.01	0.79	6.341772152	1
chr9	60881289	60881789	intergenic_bi_10954	1.77E-05	24	6.024549776	24.03	12.52	8.18	5.09	4.85	7.62	20.33	13.61	24.03	4.85	4.954639175	1
chr9	61660120	61660620	intergenic_bi_10957	0.000244031	24	7.785245661	26.03	21.52	10.38	9.3	9.34	13.67	17.06	18.53	26.03	9.3	2.798924731	1
chr9	64622347	64622847	intergenic_si_21700	0.002024057	24	3.783021279	16.52	6.65	0.8	0.44	0.54	2.1	4.77	4.59	16.52	0.44	37.54545455	1
chr9	70088936	70089436	intragenic_bi_11821	0.011607466	24	4.263853891	19.52	15.26	9.38	9.59	8.98	9.46	18.57	15.41	19.52	8.98	2.173719376	1
chr9	70357951	70358451	intergenic_bi_11030	0.002024057	24	11.22885569	46.55	44.22	28.15	23.54	15.8	27.07	40.15	26.23	46.55	15.8	2.946202532	1
chr9	71980783	71981283	intergenic_bi_11038	0.002024057	24	3.507249635	27.03	21.52	16.77	19.04	11.85	10.51	16.56	17.21	27.03	10.51	2.571836346	1
chr9	71981068	71981568	intergenic_bi_11039	0.000244031	24	4.214356416	28.53	23.48	17.77	19.91	12.21	9.72	16.81	17.21	28.53	9.72	2.935185185	1
chr9	74888135	74888635	intragenic_bi_11861	0.011607466	24	1.866761902	9.01	3.13	3.99	2.33	2.15	2.1	5.02	4.75	9.01	2.1	4.29047619	1
chr9	74888331	74888831	intragenic_si_9851	0.002024057	24	1.739482682	8.51	2.74	3.79	2.33	1.97	2.1	5.02	4.75	8.51	1.97	4.319796954	1
chr9	77654983	77655483	intergenic_si_21897	1.77E-05	24	1.506137444	16.02	8.61	0.8	0	0.18	0.53	1.51	7.87	16.02	0.01	1602	1
chr9	77699355	77699855	intergenic_si_21912	0.002024057	24	5.649783182	29.03	7.04	1.2	0.15	2.15	1.05	10.04	19.67	29.03	0.15	193.5333333	1
chr9	95472793	95473293	intergenic_si_22071	0.011607466	24	1.541492783	19.52	3.13	2.99	3.34	5.03	5.52	9.28	4.26	19.52	2.99	6.528428094	1
chr9	95476896	95477396	intergenic_bi_11167	0.011607466	24	4.285067094	25.03	14.87	4.99	5.81	9.16	10.77	12.3	14.26	25.03	4.99	5.016032064	1
chr9	96627828	96628328	intragenic_si_9906	0.011607466	24	3.853731957	18.52	18.39	15.17	15.11	15.8	11.04	12.05	18.03	18.52	11.04	1.677536232	1
chr9	101164373	101164873	intergenic_si_22100	0.011607466	24	1.223294731	6.01	3.13	1.4	1.89	1.97	1.31	2.51	3.77	6.01	1.31	4.58778626	1
chr9	103010784	103011284	intergenic_si_22114	0.002024057	24	2.863782464	14.52	14.09	10.58	12.5	7.18	6.31	10.04	11.97	14.52	6.31	2.30110935	1
chr9	103134866	103135366	intergenic_si_22115	0.011607466	24	1.668772004	6.51	6.26	2.99	3.05	3.95	4.47	4.77	5.41	6.51	2.99	2.177257525	1
chr9	106114217	106114717	intragenic_bi_11966	1.77E-05	24	2.991061684	9.01	5.48	2	1.74	1.26	4.2	5.52	6.23	9.01	1.26	7.150793651	1
chr9	106274103	106274603	intragenic_bi_11970	0.002024057	24	1.513208512	8.51	5.48	4.79	3.34	3.77	2.89	3.01	4.92	8.51	2.89	2.944636678	1
chr9	107473296	107473796	intragenic_si_9954	1.77E-05	24	1.491995308	9.51	9.39	7.19	6.54	4.67	6.57	8.53	8.03	9.51	4.67	2.03640257	1
chr9	108244128	108244628	intragenic_si_9974	0.011607466	24	4.681046891	54.06	40.31	20.56	36.33	32.85	42.05	38.9	42.95	54.06	20.56	2.629377432	1
chr9	108244549	108245049	intragenic_si_9976	0.024890262	21	7.686250711	35.54	23.87	14.37	19.76	18.49	26.54	29.36	24.92	35.54	14.37	2.473208072	1
chr9	110560074	110560574	intragenic_bi_12064	0.000244031	24	12.19052091	49.56	30.13	18.96	11.33	26.57	32.59	42.91	37.05	49.56	11.33	4.374227714	1
chr9	114754723	114755223	intergenic_si_22272	0.002024057	24	4.157787873	16.52	13.7	14.97	12.35	7.18	7.1	8.03	15.41	16.52	7.1	2.326760563	1
chr9	120491231	120491731	intergenic_bi_11297	0.002024057	24	3.075914498	18.02	11.74	7.39	9.59	4.67	7.88	8.78	12.13	18.02	4.67	3.858672377	1
chr9	121223072	121223572	intragenic_bi_12133	0.002024057	24	1.463711037	6.51	3.91	4.19	2.76	2.87	1.84	1	2.46	6.51	1	6.51	1
chr9	121799689	121800189	intergenic_bi_11311	1.77E-05	24	3.408254685	27.53	25.83	15.97	15.84	12.21	17.34	18.07	20.66	27.53	12.21	2.254709255	1
chr9	123147237	123147737	intergenic_bi_11328	0.002024057	24	1.180868325	8.51	5.09	6.39	4.36	4.85	5.52	6.52	7.54	8.51	4.36	1.951834862	1
chrX	6896261	6896761	intergenic_bi_11334	0.002024057	24	6.180113268	29.03	22.31	13.57	12.93	13.11	19.18	19.57	19.35	29.03	12.93	2.24516628	1
chrX	7225865	7226365	intragenic_bi_12170	0.011607466	24	12.14102343	43.05	30.91	18.96	16.71	19.21	33.9	40.15	24.43	43.05	16.71	2.576301616	1
chrX	9816593	9817093	intergenic_bi_11352	0.002024057	24	2.913279938	25.03	14.48	15.77	10.9	12.93	14.45	20.58	17.05	25.03	10.9	2.296330275	1
chrX	11665254	11665754	intragenic_bi_12192	0.000244031	24	4.907321061	24.03	16.44	13.97	9.74	10.59	9.99	13.55	19.18	24.03	9.74	2.467145791	1
chrX	11665619	11666119	intragenic_bi_12193	1.77E-05	24	3.945655839	38.54	27.39	24.55	16.57	19.21	21.81	26.35	27.05	38.54	16.57	2.325890163	1
chrX	11863924	11864424	intergenic_bi_11358	0.002024057	24	3.599173516	29.03	13.7	12.98	7.27	13.11	9.72	14.81	27.87	29.03	7.27	3.993122421	1
chrX	11864086	11864586	intergenic_bi_11359	0.002024057	24	4.631549417	32.54	15.26	13.57	7.56	14.72	10.77	17.32	29.84	32.54	7.56	4.304232804	1
chrX	11864264	11864764	intergenic_bi_11360	0.011607466	24	3.669884194	21.52	10.17	8.98	4.94	10.23	7.36	12.55	20.82	21.52	4.94	4.356275304	1
chrX	12820225	12820725	intragenic_si_10111	0.011607466	24	11.06622113	44.05	25.44	13.77	16.28	16.16	21.81	34.13	31.81	44.05	13.77	3.198983297	1
chrX	12924030	12924530	intergenic_bi_11370	0.024890262	21	2.856711396	28.53	16.44	14.17	14.53	15.44	18.13	18.57	16.07	28.53	14.17	2.01340861	1
chrX	35826607	35827107	intergenic_bi_11405	0.002024057	24	6.993286066	41.05	30.91	18.96	21.94	16.34	15.77	20.33	26.23	41.05	15.77	2.603043754	1
chrX	57598507	57599007	intragenic_si_10153	0.011607466	24	2.55265548	10.51	9	5.39	5.52	5.92	3.94	7.03	10.33	10.51	3.94	2.66751269	1
chrX	70253265	70253765	intragenic_si_10160	0.002024057	24	7.127636354	51.06	43.83	44.91	38.65	33.75	29.17	38.14	37.22	51.06	29.17	1.750428522	1
chrX	74754802	74755302	intergenic_si_22625	0.002024057	24	2.397091988	14.52	7.04	3.99	3.2	2.15	7.62	6.27	7.38	14.52	2.15	6.753488372	1
chrX	91369936	91370436	intergenic_si_22647	0.011607466	24	2.517300141	16.52	12.52	10.78	13.37	9.16	4.2	10.54	14.1	16.52	4.2	3.933333333	1
chrX	98565831	98566331	intergenic_bi_11486	0.000244031	24	3.860803025	19.52	14.87	7.98	9.88	5.75	9.99	11.04	13.44	19.52	5.75	3.394782609	1
chrX	106027890	106028390	intragenic_si_10191	0.002024057	24	5.161879503	28.03	20.35	18.56	13.22	16.34	13.14	23.09	23.12	28.03	13.14	2.133181126	1
chrX	106028027	106028527	intragenic_bi_12320	0.011607466	24	5.458864351	28.03	20.35	18.96	13.51	16.34	13.14	23.59	23.44	28.03	13.14	2.133181126	1
chrX	158399149	158399649	intragenic_si_10223	0.000244031	24	7.799387796	21.02	18.39	7.59	3.34	4.85	4.99	15.81	13.28	21.02	3.34	6.293413174	1
chr1	13416329	13416829	intergenic_si_39	0.011607466	24	1.393000359	16.52	13.7	5.59	6.98	5.75	5.78	6.52	7.87	16.52	5.59	2.955277281	2.5
chr1	23194145	23194645	intergenic_si_106	1.77E-05	24	3.337544007	14.52	9.78	6.19	6.1	4.13	2.37	7.53	8.85	14.52	2.37	6.126582278	2.5
chr1	24115229	24115729	intergenic_si_135	0.011607466	24	1.393000359	11.51	10.57	5.39	6.39	5.57	4.99	10.29	7.54	11.51	4.99	2.306613226	2.5
chr1	39502393	39502893	intragenic_si_73	0.000244031	24	2.411234124	8.51	14.09	7.19	3.92	4.31	4.99	5.52	7.71	14.09	3.92	3.594387755	2.5
chr1	59560412	59560912	intergenic_bi_140	0.000244031	24	9.192388155	65.07	69.26	39.92	38.07	20.83	35.74	56.71	46.89	69.26	20.83	3.325012002	2.5
chr1	60883757	60884257	intergenic_si_390	0.000244031	24	1.739482682	8.51	7.44	4.79	2.33	1.26	2.89	2.51	3.44	8.51	1.26	6.753968254	2.5
chr1	66862435	66862935	intragenic_bi_155	0.002024057	24	14.24113057	87.6	66.92	86.83	52.02	40.4	46.78	62.23	47.22	87.6	40.4	2.168316832	2.5
chr1	72272512	72273012	intergenic_bi_196	0.011607466	24	69.26110922	423.49	396.02	360.31	117.71	189.05	309.57	348.81	211	423.49	117.71	3.597740209	2.5
chr1	72272664	72273164	intergenic_si_462	0.011607466	24	60.93139133	449.52	408.93	385.06	121.49	194.97	331.91	375.91	222.64	449.52	121.49	3.700057618	2.5
chr1	74433470	74433970	intragenic_bi_198	0.011607466	24	3.62038672	46.55	36.39	20.56	35.31	23.88	25.49	31.37	35.41	46.55	20.56	2.264105058	2.5
chr1	74443390	74443890	intragenic_bi_201	0.002024057	24	5.260874452	33.54	32.87	28.15	25.43	9.16	17.87	29.61	23.44	33.54	9.16	3.661572052	2.5
chr1	74444377	74444877	intragenic_si_206	0.011607466	24	1.35764502	23.53	18.78	12.98	16.86	6.82	13.67	18.57	15.74	23.53	6.82	3.450146628	2.5
chr1	74446970	74447470	intergenic_bi_212	0.000244031	24	9.736860377	30.03	22.31	20.16	6.39	3.05	8.41	13.05	12.95	30.03	3.05	9.845901639	2.5
chr1	82280423	82280923	intragenic_bi_228	0.002024057	24	5.140666299	19.52	22.7	12.38	14.53	10.77	11.3	14.81	22.46	22.7	10.77	2.107706592	2.5
chr1	88303413	88303913	intergenic_si_547	0.011607466	24	1.025304833	15.52	16.44	9.58	12.93	7.9	11.83	13.55	13.28	16.44	7.9	2.081012658	2.5
chr1	88330425	88330925	intergenic_bi_237	5.97E-07	24	4.638620485	27.53	22.7	17.97	17.87	13.11	13.93	15.81	20.49	27.53	13.11	2.099923722	2.5
chr1	88338437	88338937	intergenic_bi_241	0.011607466	24	4.787112909	32.04	28.57	18.56	21.8	14.36	12.09	21.83	21.64	32.04	12.09	2.650124069	2.5
chr1	88338958	88339458	intergenic_bi_242	0.000244031	24	5.769991334	32.54	27.78	19.16	19.62	12.57	13.14	26.85	23.77	32.54	12.57	2.588703262	2.5
chr1	88388542	88389042	intergenic_si_562	5.97E-07	24	0.919238816	5.01	4.3	4.19	2.91	2.15	2.89	3.26	3.28	5.01	2.15	2.330232558	2.5
chr1	90472392	90472892	intergenic_si_603	0.002024057	24	1.428355698	6.01	3.91	5.19	1.89	0.9	2.1	3.51	2.46	6.01	0.9	6.677777778	2.5
chr1	95584425	95584925	intragenic_si_296	0.011607466	24	1.088944443	9.01	8.22	3.79	3.05	3.95	1.84	7.78	4.59	9.01	1.84	4.89673913	2.5
chr1	107868225	107868725	intergenic_bi_310	0.011607466	24	13.64716088	61.57	55.57	55.89	42.58	27.65	36.27	43.66	31.64	61.57	27.65	2.22676311	2.5
chr1	108089718	108090218	intragenic_si_308	0.011607466	24	1.456639969	8.51	5.87	3.59	2.91	3.05	2.63	7.03	4.43	8.51	2.63	3.235741445	2.5
chr1	135983716	135984216	intergenic_si_844	5.97E-07	24	1.675843071	5.51	5.48	2	1.74	1.08	1.31	2.76	3.93	5.51	1.08	5.101851852	2.5
chr1	162911474	162911974	intragenic_si_459	0.011607466	24	1.916259377	4.51	5.87	3.59	1.6	1.8	2.63	2.51	4.75	5.87	1.6	3.66875	2.5
chr1	166177462	166177962	intergenic_si_1166	0.000244031	24	4.07293506	13.01	20.35	6.99	6.98	5.21	6.31	10.29	18.03	20.35	5.21	3.905950096	2.5
chr1	167647862	167648362	intergenic_bi_505	5.34E-09	24	4.490128061	20.02	16.44	10.18	7.27	5.39	5.78	9.03	12.13	20.02	5.39	3.714285714	2.5
chr1	167931138	167931638	intragenic_si_498	0.011607466	24	4.440630586	23.53	19.57	7.79	10.46	9.16	9.46	15.81	15.74	23.53	7.79	3.020539153	2.5
chr1	174442976	174443476	intergenic_si_1261	5.97E-07	24	1.48492424	6.51	5.48	2.99	2.47	1.26	2.1	2.26	4.43	6.51	1.26	5.166666667	2.5
chr1	178743134	178743634	intergenic_bi_550	0.011607466	24	0.523259018	34.04	25.44	25.35	26.16	20.29	24.7	23.59	25.41	34.04	20.29	1.677673731	2.5
chr1	181889328	181889828	intergenic_bi_565	0.002024057	24	3.288046533	27.03	16.44	12.98	14.97	10.41	12.88	11.79	16.72	27.03	10.41	2.596541787	2.5
chr1	182209738	182210238	intergenic_si_1386	0.002024057	24	0.664680374	14.02	7.04	5.79	6.1	3.41	3.94	7.28	6.89	14.02	3.41	4.11143695	2.5
chr1	183186823	183187323	intergenic_bi_595	0.002024057	24	35.04421208	234.27	232.05	180.26	162.61	166.79	151.89	216.06	198.7	234.27	151.89	1.542366186	2.5
chr1	193813819	193814319	intragenic_bi_654	5.97E-07	24	22.60620379	107.12	103.7	78.05	77.74	60.5	71.48	92.1	103.45	107.12	60.5	1.770578512	2.5
chr1	196436550	196437050	intergenic_bi_666	0.000244031	24	1.322289681	9.01	7.83	1.2	1.16	0.54	0.79	8.28	2.62	9.01	0.54	16.68518519	2.5
chr10	7677492	7677992	intergenic_si_1629	0.005044451	24	1.845548699	14.52	10.96	8.78	9.45	8.26	7.36	8.78	13.28	14.52	7.36	1.972826087	2.5
chr10	13684189	13684689	intergenic_bi_694	0.002024057	24	21.00814247	114.63	71.22	82.44	70.04	42.91	55.71	46.68	85.42	114.63	42.91	2.671405267	2.5
chr10	13702548	13703048	intragenic_bi_718	5.34E-09	24	6.455884912	33.04	24.65	19.16	14.97	11.85	12.88	17.82	20.99	33.04	11.85	2.788185654	2.5
chr10	58905973	58906473	intergenic_si_1968	0.000244031	24	1.831406563	11.01	7.04	7.98	6.54	5.39	3.94	7.03	10.98	11.01	3.94	2.794416244	2.5
chr10	69386474	69386974	intragenic_si_831	0.000244031	24	43.06280297	145.67	134.22	129.95	61.91	61.58	73.32	121.21	87.06	145.67	61.58	2.36554076	2.5
chr10	69558251	69558751	intergenic_bi_873	0.011607466	24	5.176021638	45.55	48.92	32.14	36.62	26.93	32.85	44.67	40.17	48.92	26.93	1.816561456	2.5
chr10	74912781	74913281	intragenic_si_849	0.011607466	24	66.75795121	243.28	174.92	207.8	80.51	44.7	114.05	141.78	93.29	243.28	44.7	5.442505593	2.5
chr10	76911992	76912492	intergenic_bi_900	0.002024057	24	2.305168107	32.54	18	19.36	14.39	15.26	15.5	16.81	17.21	32.54	14.39	2.261292564	2.5
chr10	76972836	76973336	intragenic_si_876	0.000244031	24	1.718269478	9.51	8.22	7.59	7.99	3.05	4.2	5.77	7.71	9.51	3.05	3.118032787	2.5
chr10	80591597	80592097	intergenic_bi_976	0.002024057	24	12.04202848	72.08	78.26	42.92	56.53	38.06	48.88	61.23	65.91	78.26	38.06	2.05622701	2.5
chr10	84506796	84507296	intergenic_si_2294	0.000244031	24	4.659833688	12.51	16.44	10.38	5.96	2.51	7.62	9.79	14.26	16.44	2.51	6.549800797	2.5
