chr	start	end	ID	strand*
chr14	103477407	103477907	intragenic_bi_3670	-
chr14	103748560	103749060	intergenic_bi_3513	+
chr14	105727532	105728032	intergenic_bi_3514	+
chr14	115441226	115441726	intergenic_bi_3517	+
chr14	115451661	115452161	intergenic_si_7155	-
chr14	118488438	118488938	intergenic_bi_3518	+
chr14	118523933	118524433	intragenic_si_3090	+
chr14	119333945	119334445	intergenic_bi_3521	+
chr14	119335357	119335857	intergenic_si_7168	+
chr14	120656246	120656746	intergenic_si_7169	-
chr14	120656582	120657082	intergenic_si_7170	-
chr14	120676260	120676760	intragenic_si_3094	-
chr14	120677499	120677999	intragenic_si_3095	-
chr14	120754739	120755239	intragenic_si_3096	-
chr14	120805987	120806487	intragenic_bi_3679	-
chr14	121229583	121230083	intergenic_bi_3525	+
chr14	121231049	121231549	intergenic_si_7175	+
chr14	121231522	121232022	intergenic_si_7176	-
chr14	121245689	121246189	intergenic_bi_3526	+
chr14	121245945	121246445	intergenic_bi_3527	+
chr14	121246198	121246698	intergenic_si_7178	+
chr14	121544981	121545481	intragenic_si_3099	-
chr14	121651683	121652183	intragenic_bi_3681	-
chr14	121822180	121822680	intergenic_si_7184	-
chr14	122109881	122110381	intragenic_si_3102	+
chr14	122328472	122328972	intragenic_bi_3687	-
chr14	122570190	122570690	intergenic_bi_3534	+
chr14	123300502	123301002	intragenic_si_3107	+
chr14	123301217	123301717	intragenic_si_3108	+
chr14	123302067	123302567	intragenic_si_3109	+
chr14	123303167	123303667	intragenic_si_3110	+
chr14	123308472	123308972	intragenic_si_3111	+
chr14	123310431	123310931	intragenic_bi_3691	+
chr15	3165104	3165604	intergenic_si_7191	+
chr15	3178126	3178626	intergenic_si_7192	+
chr15	3178892	3179392	intergenic_bi_3538	+
chr15	3179390	3179890	intergenic_si_7193	+
chr15	3181018	3181518	intergenic_bi_3539	+
chr15	3182417	3182917	intergenic_bi_3540	+
chr15	3186075	3186575	intergenic_bi_3541	+
chr15	3196647	3197147	intergenic_si_7197	+
chr15	3197181	3197681	intergenic_bi_3542	+
chr15	3197309	3197809	intergenic_bi_3543	+
chr15	3197433	3197933	intergenic_bi_3544	+
chr15	3200843	3201343	intergenic_bi_3545	+
chr15	3201512	3202012	intergenic_bi_3546	+
chr15	3201683	3202183	intergenic_si_7201	-
chr15	3414903	3415403	intragenic_si_3116	+
chr15	3439071	3439571	intragenic_si_3117	+
chr15	3534319	3534819	intergenic_bi_3552	+
chr15	3551683	3552183	intergenic_bi_3553	+
chr15	3568204	3568704	intergenic_si_7212	+
chr15	4628441	4628941	intergenic_si_7214	-
chr15	4668183	4668683	intergenic_bi_3556	+
chr15	5145949	5146449	intragenic_bi_3700	-
chr15	6170855	6171355	intergenic_si_7225	-
chr15	6171250	6171750	intergenic_bi_3560	+
chr15	6174899	6175399	intergenic_si_7227	-
chr15	6175165	6175665	intergenic_bi_3561	+
chr15	6175272	6175772	intergenic_bi_3562	+
chr15	6180441	6180941	intergenic_si_7229	+
chr15	6180649	6181149	intergenic_bi_3563	+
chr15	6181143	6181643	intergenic_bi_3564	+
chr15	6187592	6188092	intergenic_si_7230	+
chr15	6340592	6341092	intragenic_si_3129	-
chr15	6388680	6389180	intragenic_bi_3702	-
chr15	6392268	6392768	intragenic_si_3131	-
chr15	6396745	6397245	intragenic_si_3132	-
chr15	6398837	6399337	intragenic_bi_3705	-
chr15	7881548	7882048	intragenic_bi_3707	+
chr15	8998754	8999254	intragenic_bi_3711	-
chr15	8998897	8999397	intergenic_bi_3575	+
chr15	9002523	9003023	intragenic_bi_3712	-
chr15	9002745	9003245	intragenic_bi_3713	-
chr15	9003871	9004371	intragenic_si_3144	-
chr15	9011559	9012059	intragenic_si_3145	-
chr15	9012473	9012973	intragenic_si_3146	-
chr15	9043051	9043551	intragenic_bi_3714	+
chr15	9043780	9044280	intragenic_bi_3715	+
chr15	9048624	9049124	intragenic_bi_3716	+
chr15	9064385	9064885	intragenic_si_3147	+
chr15	9064898	9065398	intragenic_bi_3717	+
chr15	10286645	10287145	intergenic_si_7274	+
chr15	10296016	10296516	intragenic_bi_3721	-
chr15	10305142	10305642	intragenic_si_3149	-
chr15	10308223	10308723	intragenic_bi_3722	-
chr15	10329414	10329914	intragenic_bi_3723	-
chr15	10561696	10562196	intragenic_si_3150	+
chr15	10764016	10764516	intergenic_bi_3583	+
chr15	10805989	10806489	intergenic_si_7292	+
chr15	10820019	10820519	intergenic_bi_3584	+
chr15	10883996	10884496	intragenic_bi_3726	-
chr15	10884188	10884688	intragenic_bi_3727	-
chr15	10884463	10884963	intragenic_bi_3728	-
chr15	10889165	10889665	intragenic_bi_3729	-
chr15	10912972	10913472	intragenic_si_3153	-
chr15	10914397	10914897	intragenic_si_3154	-
chr15	10915447	10915947	intragenic_bi_3731	-
chr15	12123317	12123817	intergenic_si_7298	+
chr15	12123811	12124311	intergenic_bi_3588	+
chr15	12136232	12136732	intragenic_si_3159	-
chr15	12137212	12137712	intragenic_bi_3733	-
chr15	22721471	22721971	intragenic_bi_3734	-
chr15	25389520	25390020	intergenic_si_7305	-
chr15	25415108	25415608	intergenic_bi_3592	+
chr15	25555191	25555691	intragenic_si_3166	-
chr15	25555389	25555889	intragenic_bi_3735	-
chr15	25563427	25563927	intragenic_si_3167	-
chr15	25643623	25644123	intragenic_bi_3736	-
chr15	25643778	25644278	intragenic_si_3168	-
chr15	25644829	25645329	intragenic_si_3169	-
chr15	25843412	25843912	intragenic_bi_3737	-
chr15	25844750	25845250	intragenic_bi_3738	-
chr15	25862545	25863045	intragenic_bi_3739	-
chr15	25863004	25863504	intragenic_bi_3740	-
chr15	25863158	25863658	intragenic_bi_3741	-
chr15	25872021	25872521	intragenic_si_3171	-
chr15	25874795	25875295	intragenic_bi_3743	-
chr15	27374550	27375050	intergenic_bi_3597	+
chr15	27391387	27391887	intergenic_si_7316	-
chr15	27490019	27490519	intragenic_bi_3745	-
chr15	27556053	27556553	intragenic_bi_3746	+
chr15	27713272	27713772	intragenic_si_3174	+
chr15	27953744	27954244	intragenic_si_3176	+
chr15	27987163	27987663	intergenic_si_7319	+
chr15	27999905	28000405	intergenic_si_7320	+
chr15	28000325	28000825	intergenic_si_7321	+
chr15	28088534	28089034	intergenic_si_7322	+
chr15	31037683	31038183	intergenic_si_7323	+
chr15	31155293	31155793	intragenic_si_3177	-
chr15	31155738	31156238	intragenic_si_3178	-
chr15	31156062	31156562	intragenic_bi_3749	-
chr15	31165402	31165902	intragenic_bi_3750	-
chr15	31165944	31166444	intragenic_si_3181	-
chr15	31166293	31166793	intragenic_si_3182	-
chr15	31183699	31184199	intragenic_si_3183	-
chr15	31184769	31185269	intragenic_si_3184	-
chr15	31187825	31188325	intragenic_si_3185	-
chr15	31289458	31289958	intragenic_si_3186	+
chr15	31295664	31296164	intragenic_si_3187	+
chr15	31295862	31296362	intragenic_bi_3751	+
chr15	31337210	31337710	intergenic_bi_3603	+
chr15	31461914	31462414	intergenic_bi_3605	+
chr15	31462113	31462613	intergenic_bi_3606	+
chr15	31463451	31463951	intergenic_si_7325	+
chr15	31472855	31473355	intergenic_si_7326	-
chr15	31493745	31494245	intergenic_bi_3607	+
chr15	31500726	31501226	intragenic_si_3191	-
chr15	31535974	31536474	intragenic_si_3193	-
chr15	31536510	31537010	intragenic_bi_3758	-
chr15	32851772	32852272	intragenic_bi_3760	-
chr15	32894428	32894928	intragenic_bi_3761	-
chr15	32943875	32944375	intragenic_bi_3762	-
chr15	32945541	32946041	intragenic_bi_3763	-
chr15	34419424	34419924	intragenic_bi_3767	+
chr15	34420757	34421257	intragenic_si_3203	+
chr15	34422814	34423314	intragenic_si_3204	+
chr15	35813243	35813743	intragenic_bi_3770	-
chr15	35813866	35814366	intragenic_si_3206	-
chr15	35814258	35814758	intragenic_bi_3771	-
chr15	35814981	35815481	intragenic_si_3208	-
chr15	35816817	35817317	intragenic_bi_3772	-
chr15	35816932	35817432	intragenic_si_3209	-
chr15	35817872	35818372	intragenic_si_3210	-
chr15	35818184	35818684	intragenic_bi_3773	-
chr15	36205507	36206007	intragenic_si_3211	+
chr15	36209465	36209965	intragenic_bi_3776	+
chr15	36225626	36226126	intergenic_bi_3611	+
chr15	36324600	36325100	intergenic_bi_3612	+
chr15	36326031	36326531	intergenic_si_7355	-
chr15	36349341	36349841	intergenic_bi_3613	+
chr15	36349844	36350344	intergenic_si_7357	-
chr15	36351092	36351592	intergenic_bi_3614	+
chr15	36361527	36362027	intergenic_si_7358	+
chr15	36401792	36402292	intergenic_si_7359	-
chr15	36402335	36402835	intergenic_si_7360	-
chr15	36403010	36403510	intergenic_si_7361	-
chr15	36405571	36406071	intragenic_si_3213	+
chr15	36429485	36429985	intergenic_si_7362	+
chr15	36430133	36430633	intergenic_bi_3616	+
chr15	36508329	36508829	intergenic_si_7364	-
chr15	36509062	36509562	intergenic_si_7365	-
chr15	36574776	36575276	intergenic_si_7369	-
chr15	36625331	36625831	intergenic_si_7374	-
chr15	36645261	36645761	intergenic_si_7375	+
chr15	36645736	36646236	intergenic_si_7376	+
chr15	36657107	36657607	intergenic_bi_3619	+
chr15	36709247	36709747	intragenic_si_3215	+
chr15	36722017	36722517	intragenic_si_3216	+
chr15	36756744	36757244	intergenic_bi_3620	+
chr15	36758031	36758531	intergenic_si_7384	-
chr15	36761370	36761870	intergenic_bi_3621	+
chr15	36772270	36772770	intergenic_bi_3622	+
chr15	36772911	36773411	intergenic_si_7387	-
chr15	36828466	36828966	intergenic_si_7388	+
chr15	36867770	36868270	intergenic_si_7389	-
chr15	36868307	36868807	intergenic_bi_3623	+
chr15	36889832	36890332	intergenic_bi_3624	+
chr15	36890018	36890518	intergenic_bi_3625	+
chr15	36904662	36905162	intergenic_bi_3626	+
chr15	36921091	36921591	intergenic_si_7392	-
chr15	36921232	36921732	intergenic_si_7393	-
chr15	36921484	36921984	intergenic_si_7394	-
chr15	37063399	37063899	intergenic_si_7399	-
chr15	37064271	37064771	intergenic_bi_3628	+
chr15	37064586	37065086	intergenic_bi_3629	+
chr15	37065300	37065800	intergenic_bi_3630	+
chr15	38035714	38036214	intergenic_bi_3633	+
chr15	38314395	38314895	intergenic_bi_3638	+
chr15	38400109	38400609	intergenic_bi_3640	+
chr15	38400892	38401392	intergenic_bi_3641	+
chr15	38403369	38403869	intergenic_si_7412	-
chr15	38444588	38445088	intragenic_bi_3785	+
chr15	38497251	38497751	intergenic_bi_3643	+
chr15	38497989	38498489	intergenic_bi_3644	+
chr15	38499853	38500353	intergenic_bi_3645	+
chr15	38500402	38500902	intergenic_bi_3646	+
chr15	38570433	38570933	intergenic_bi_3647	+
chr15	38631196	38631696	intergenic_si_7425	+
chr15	38631343	38631843	intergenic_si_7426	+
chr15	38632005	38632505	intergenic_bi_3649	+
chr15	38640521	38641021	intergenic_si_7431	+
chr15	38642395	38642895	intergenic_bi_3650	+
chr15	38939261	38939761	intragenic_si_3222	+
chr15	39641915	39642415	intragenic_si_3223	+
chr15	39642918	39643418	intragenic_bi_3788	+
chr15	39645392	39645892	intragenic_si_3225	+
chr15	39677004	39677504	intragenic_si_3226	+
chr15	39677147	39677647	intragenic_bi_3789	+
chr15	39687147	39687647	intragenic_bi_3790	+
chr15	39691365	39691865	intergenic_bi_3653	+
chr15	39698362	39698862	intergenic_bi_3654	+
chr15	39699206	39699706	intergenic_si_7441	-
chr15	39999229	39999729	intragenic_si_3229	-
chr15	41064050	41064550	intergenic_bi_3657	+
chr15	41663873	41664373	intragenic_si_3231	-
chr15	41672554	41673054	intragenic_si_3232	-
chr15	41673929	41674429	intragenic_si_3233	-
chr15	41747326	41747826	intergenic_si_7447	+
chr15	41748249	41748749	intergenic_bi_3658	+
chr15	41779441	41779941	intergenic_si_7450	-
chr15	41779790	41780290	intergenic_bi_3659	+
chr15	43482332	43482832	intergenic_si_7457	-
chr15	43482452	43482952	intergenic_bi_3662	+
chr15	44234396	44234896	intragenic_si_3235	+
chr15	50133295	50133795	intergenic_si_7464	+
chr15	50135515	50136015	intergenic_si_7465	+
chr15	50191791	50192291	intergenic_si_7466	+
chr15	52209641	52210141	intergenic_bi_3668	+
chr15	54694425	54694925	intragenic_bi_3801	+
chr15	54754288	54754788	intergenic_bi_3671	+
chr15	54755711	54756211	intergenic_si_7475	-
chr15	54775272	54775772	intergenic_bi_3672	+
chr15	54775420	54775920	intergenic_bi_3673	+
chr15	54777203	54777703	intergenic_si_7486	-
chr15	54778349	54778849	intergenic_si_7487	-
chr15	54778687	54779187	intergenic_bi_3674	+
chr15	54779027	54779527	intergenic_bi_3675	+
chr15	54781497	54781997	intergenic_si_7489	-
chr15	54782964	54783464	intergenic_si_7490	-
chr15	54783659	54784159	intergenic_bi_3676	+
chr15	54784180	54784680	intergenic_bi_3677	+
chr15	54784825	54785325	intergenic_bi_3678	+
chr15	54785028	54785528	intergenic_bi_3679	+
chr15	54785486	54785986	intergenic_bi_3680	+
chr15	54792162	54792662	intergenic_si_7493	+
chr15	54794081	54794581	intergenic_bi_3681	+
chr15	54794494	54794994	intergenic_bi_3682	+
chr15	54874937	54875437	intragenic_si_3243	+
chr15	54946335	54946835	intragenic_si_3245	-
chr15	54952597	54953097	intragenic_si_3246	-
chr15	54970596	54971096	intragenic_bi_3808	-
chr15	54970782	54971282	intragenic_bi_3809	-
chr15	54977096	54977596	intragenic_bi_3810	-
chr15	55056780	55057280	intragenic_bi_3811	-
chr15	55093878	55094378	intergenic_si_7496	+
chr15	55097031	55097531	intergenic_bi_3683	+
chr15	55097170	55097670	intergenic_bi_3684	+
chr15	55097566	55098066	intergenic_bi_3685	+
chr15	55109272	55109772	intergenic_si_7498	-
chr15	55109890	55110390	intergenic_si_7499	-
chr15	55111708	55112208	intergenic_bi_3686	+
chr15	55112136	55112636	intergenic_bi_3687	+
chr15	55112283	55112783	intergenic_bi_3688	+
chr15	55134654	55135154	intergenic_bi_3689	+
chr15	55654858	55655358	intragenic_bi_3813	+
chr15	55736536	55737036	intragenic_si_3252	+
chr15	55754650	55755150	intergenic_si_7504	+
chr15	57524445	57524945	intergenic_si_7506	+
chr15	57527501	57528001	intragenic_si_3255	-
chr15	57536743	57537243	intragenic_si_3256	-
chr15	57537357	57537857	intragenic_si_3257	-
chr15	57540343	57540843	intragenic_bi_3818	-
chr15	57720960	57721460	intragenic_bi_3819	+
chr15	57722065	57722565	intragenic_bi_3820	+
chr15	57754372	57754872	intragenic_bi_3822	-
chr15	57807382	57807882	intergenic_bi_3694	+
chr15	57807882	57808382	intergenic_bi_3695	+
chr15	57849498	57849998	intergenic_si_7510	-
chr15	57853653	57854153	intragenic_si_3264	+
chr15	58745336	58745836	intragenic_bi_3833	+
chr15	58773242	58773742	intragenic_bi_3835	+
chr15	58818173	58818673	intragenic_si_3268	+
chr15	58820302	58820802	intragenic_si_3269	+
chr15	58820562	58821062	intragenic_si_3270	+
chr15	58823626	58824126	intragenic_si_3271	+
chr15	58824095	58824595	intragenic_si_3272	+
chr15	58831123	58831623	intragenic_si_3273	+
chr15	58835409	58835909	intragenic_si_3274	+
chr15	58835748	58836248	intragenic_si_3275	+
chr15	58836120	58836620	intragenic_si_3276	+
chr15	58849420	58849920	intragenic_si_3277	+
chr15	58850069	58850569	intragenic_si_3278	+
chr15	58867217	58867717	intragenic_si_3279	+
chr15	58868060	58868560	intragenic_si_3280	+
chr15	58868660	58869160	intragenic_si_3281	+
chr15	58869003	58869503	intragenic_si_3282	+
chr15	58875937	58876437	intragenic_si_3283	+
chr15	58879257	58879757	intragenic_si_3284	+
chr15	58879416	58879916	intragenic_si_3285	+
chr15	58879602	58880102	intragenic_si_3286	+
chr15	58880645	58881145	intragenic_si_3287	+
chr15	58895892	58896392	intragenic_si_3288	+
chr15	58896460	58896960	intragenic_si_3289	+
chr15	58907976	58908476	intragenic_si_3290	+
chr15	58909487	58909987	intragenic_bi_3836	+
chr15	58910369	58910869	intragenic_si_3292	+
chr15	58911491	58911991	intragenic_si_3293	+
chr15	58911959	58912459	intragenic_si_3294	+
chr15	58916106	58916606	intergenic_bi_3703	+
chr15	58972215	58972715	intergenic_bi_3704	+
chr15	58972934	58973434	intergenic_bi_3705	+
chr15	58973137	58973637	intergenic_bi_3706	+
chr15	58973390	58973890	intergenic_bi_3707	+
chr15	58973912	58974412	intergenic_bi_3708	+
chr15	59148567	59149067	intragenic_si_3295	-
chr15	59261966	59262466	intragenic_si_3296	-
chr15	59312683	59313183	intragenic_bi_3838	-
chr15	59312869	59313369	intragenic_si_3297	-
chr15	59478584	59479084	intergenic_bi_3710	+
chr15	59481706	59482206	intragenic_si_3298	-
chr15	59484229	59484729	intragenic_bi_3839	-
chr15	59485308	59485808	intragenic_bi_3840	-
chr15	59496961	59497461	intergenic_bi_3713	+
chr15	59505420	59505920	intergenic_bi_3714	+
chr15	59505725	59506225	intergenic_bi_3715	+
chr15	59511588	59512088	intergenic_bi_3716	+
chr15	59512191	59512691	intergenic_si_7518	-
chr15	59604171	59604671	intergenic_bi_3717	+
chr15	59604376	59604876	intergenic_si_7520	+
chr15	59613778	59614278	intergenic_bi_3718	+
chr15	59615729	59616229	intergenic_bi_3719	+
chr15	59617468	59617968	intergenic_bi_3720	+
chr15	59617600	59618100	intergenic_bi_3721	+
chr15	59618095	59618595	intragenic_si_3300	+
chr15	61814814	61815314	intergenic_si_7523	+
chr15	61911164	61911664	intragenic_si_3303	-
chr15	61964408	61964908	intragenic_bi_3844	-
chr15	61993913	61994413	intragenic_si_3307	-
chr15	62126751	62127251	intragenic_bi_3845	-
chr15	62133742	62134242	intragenic_si_3308	-
chr15	62159791	62160291	intragenic_si_3309	-
chr15	62160102	62160602	intragenic_si_3310	-
chr15	62163551	62164051	intragenic_bi_3846	-
chr15	62177121	62177621	intragenic_si_3311	-
chr15	62574133	62574633	intergenic_bi_3723	+
chr15	62575385	62575885	intergenic_si_7525	-
chr15	63984323	63984823	intragenic_si_3314	+
chr15	66781162	66781662	intragenic_bi_3850	+
chr15	66870775	66871275	intergenic_si_7534	+
chr15	66912624	66913124	intergenic_si_7535	+
chr15	66918882	66919382	intergenic_si_7536	+
chr15	66923702	66924202	intergenic_si_7537	+
chr15	66977256	66977756	intragenic_si_3316	+
chr15	66978225	66978725	intragenic_si_3317	+
chr15	67004098	67004598	intragenic_si_3318	+
chr15	67004779	67005279	intragenic_si_3319	+
chr15	67006071	67006571	intragenic_si_3320	+
chr15	67006568	67007068	intragenic_bi_3853	+
chr15	67174758	67175258	intergenic_si_7540	-
chr15	67255406	67255906	intergenic_bi_3725	+
chr15	68192283	68192783	intergenic_si_7566	-
chr15	68192845	68193345	intergenic_si_7567	-
chr15	68193147	68193647	intergenic_bi_3727	+
chr15	68193469	68193969	intergenic_bi_3728	+
chr15	68194713	68195213	intergenic_bi_3729	+
chr15	68873799	68874299	intragenic_si_3323	-
chr15	69195809	69196309	intergenic_bi_3732	+
chr15	72897940	72898440	intergenic_si_7572	+
chr15	73251626	73252126	intragenic_si_3327	+
chr15	73255753	73256253	intergenic_si_7582	+
chr15	73256274	73256774	intergenic_si_7583	-
chr15	73263163	73263663	intergenic_si_7584	+
chr15	73365952	73366452	intragenic_bi_3863	-
chr15	73561587	73562087	intragenic_bi_3865	-
chr15	74749800	74750300	intergenic_si_7589	+
chr15	74751020	74751520	intergenic_bi_3736	+
chr15	74751682	74752182	intergenic_si_7591	+
chr15	74752554	74753054	intergenic_si_7592	+
chr15	74753846	74754346	intergenic_si_7593	-
chr15	74757066	74757566	intergenic_bi_3737	+
chr15	74760698	74761198	intergenic_si_7595	+
chr15	74761954	74762454	intergenic_bi_3738	+
chr15	74762173	74762673	intergenic_bi_3739	+
chr15	74762435	74762935	intergenic_bi_3740	+
chr15	74763012	74763512	intergenic_si_7596	-
chr15	74763650	74764150	intergenic_si_7597	-
chr15	74763986	74764486	intergenic_si_7598	-
chr15	74787322	74787822	intragenic_si_3330	-
chr15	74788261	74788761	intragenic_si_3331	-
chr15	74798085	74798585	intergenic_bi_3741	+
chr15	74798595	74799095	intergenic_bi_3742	+
chr15	74818365	74818865	intergenic_bi_3743	+
chr15	74818941	74819441	intergenic_bi_3744	+
chr15	74819759	74820259	intergenic_si_7604	-
chr15	74917309	74917809	intergenic_si_7605	-
chr15	75136581	75137081	intergenic_bi_3746	+
chr15	75139661	75140161	intergenic_bi_3747	+
chr15	75141506	75142006	intergenic_bi_3748	+
chr15	75144636	75145136	intergenic_bi_3749	+
chr15	75226601	75227101	intergenic_bi_3750	+
chr15	75227246	75227746	intergenic_si_7617	+
chr15	75227628	75228128	intergenic_bi_3751	+
chr15	75231710	75232210	intergenic_si_7619	-
chr15	75232018	75232518	intergenic_si_7620	-
chr15	75444893	75445393	intergenic_bi_3753	+
chr15	75483419	75483919	intragenic_bi_3871	-
chr15	75722966	75723466	intragenic_bi_3876	+
chr15	75783671	75784171	intergenic_si_7645	+
